uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
"C27C3D3E-DF1B-4183-B777-F8AC2D381307",2026-07-15T21:40:25Z,0.0,0.0,2026-07-15T21:40:36Z,0.0,0.0,2026-07-16T00:08:35Z,"Gotta really distinguish exhaustion anxiety from real ones","",0,false,Markdown
"967E2983-A469-4E9C-B298-605B14DE576E",2026-07-15T18:48:58Z,-84.19413403163453,34.06454685237075,2026-07-15T18:49:50Z,-84.19413403163453,34.06454685237075,2026-07-15T18:48:58Z,"But in the same vein, the best way to improve is to make the intention and let go and observe ","",0,false,Markdown
"284138EF-4F73-4162-AF21-18940801D1AB",2026-07-15T17:28:46Z,0.0,0.0,2026-07-15T17:38:16Z,0.0,0.0,2026-07-15T17:28:46Z,"I found that doing it this way made it easier to be warm with Mimza, and customers. It's pushed me a bit to see moments where I can begin creating that warmth, and question why it was hard before. Like these two beautiful people came in and I learned their names. As I was leaving, I saw them seated outside and felt driven to say goodbye to them. I should've, if for no other reason than to give them that moment. Same with Savannah. And with Brandi or Kaylen, there's a lot of moments where I hesitate to compliment them because I worry about being too attractive and not handle rejecting them if it comes to it. Same with Kevin. Like I worry about smiling or looking too good sometimes because it may put me in a situation where I have to reject someone. Even when it just means making people feel seen, or really creating warmth. I think that type of thing is only bad when it means being dishonest for some intention, like saying someone is beautiful to attract them specifically, rather than to be a kind and transparent person.","",0,false,Markdown
"2C35CD17-1399-4F66-AF37-06AE98A8487F",2026-07-15T14:55:34Z,0.0,0.0,2026-07-15T17:28:36Z,0.0,0.0,2026-07-15T17:28:20Z,"Like focusing on the discomfort that Brandi or Mimza brings out completely absorbs energy. It's easy to get insecure or self centered because they reflect that from inside. But it reminds me of doing hill climbs, because focusing on the goal trusts the body enough to survive. You start to notice that you adapt even through difficulty. The same can be said for these interpersonal situations. There may be discomfort, but if you prioritize the goal and direct your energy almost exclusively towards that, then the body may experience discomfort or awkwardness or breathing changes but that's just discipline. It will recover. Then focusing on the goal of creating warmth can be done from a place of discipline rather than sacrifice, and so long as you don't place judgement on the outcome it won't continue to affect other parts. Because in the next moment, when you leave the store, the goal changes and you may focus your energy on something else instead.

In other words, the goal of winning their affection or attention is not in your control. But the goal of being warm is easier to focus on. In the prior, every ounce of discomfort becomes a judgement on doing right/wrong, but the latter encourages focus on what you may do in the moment and has beneficial intentions even when the outcome doesn't follow","",0,false,Markdown
"07895FF2-C49F-4A27-B5B8-241563A3BA51",2026-07-15T12:52:28Z,0.0,0.0,2026-07-15T13:09:14Z,0.0,0.0,2026-07-15T13:00:33Z,"Phrase it like the running practice:
- Low stakes daily reps
	- Job application
	- Whatever else doesn't involve others
- Medium stakes sparse reps
	- Visibility based tasks. Eg update LinkedIn, Fiverr, etc
- High stakes weekly
	- Ask one person
	- Show up at a lessons center and meet people

But then what of someone like Mimza? Or Brandi? There's a defensiveness around their drama. And to that end, anyone that constantly is the cause of their own suffering. Is it reasonable to be distant with them? And it seems like distance from them contributes to distance with others. My worry is that by generating a positive atmosphere around someone who is happily insecure, it's just a measure of avoidance. But then I worry by engaging them, I'm putting myself in the middle of their drama. Neither sounds pleasant.


But conversation, warmth, and charisma come naturally when you forego attention to yourself. It's something I've locked into more and more recently, when you focus your attention outside of yourself, whether it be onto a goal or a focus object, it creates flow. By focusing on someone else in conversation, not on time or objectives, it creates warmth. When I think about the texture of the milk when steaming, it creates it. When I focus on the shape of the art, it manifests it. And it deals with the situations that occur along the way
","",0,false,Markdown
"EE8C5FE2-0718-458C-A86C-D0A57FC01C2B",2026-07-15T10:02:53Z,0.0,0.0,2026-07-15T10:42:55Z,0.0,0.0,2026-07-15T12:59:34Z,"Judgement and Urgency (non-temperance) are just the brains version of muscle strain. I think what I'd avoided with letting go for so long was the thought that trying to control the thoughts was an active suppression, but I see now that the relaxation of the mind is the same as the relaxation of a limb when drumming, and to do so slowly and intentionally repeats the same behaviors under duress

With people like Atticus and Schmooze, it's really just jealousy, that they're able to accept themselves and what they made even without it being perfect

OES small scale gym with cold plunge #recommendations

It's almost a relief to be told that being social is always a discipline, because it destroys the illusion that some people just find it easy, and that the effortless people only find it effortless after years of building repoirte 

But the most recent revelation of generating warmth is the idea that there's a great generosity to it. If you can be accepting enough to talk to anyone about the depths of their life, it is a gift. But even the surface level stuff, having questions like what's your favorite color or animal or whatever, creates warmth by simply getting people to communicate about themselves. If you can be the architect of that, it's a powerful sales strategy. Like now I see the silence as a defensiveness, whereas being the ice breaker is something that can be carried to every group and made to be a group exercise wherever you go that acts as glue. 

It's a way of focusing on others I've never really recognized before. When you're sat trying to defend your insecurities, it takes so much energy. But once you can accept yourself, you can let those go and focus on creating connection. Creating an atmosphere of warmth. It's a beautiful thing. Getting in the habit of both coming up with and delving into these surface level questions is huge","",0,false,Markdown
"D8F4CD37-DD67-4C4D-B75C-397682BD05A0",2026-07-15T08:25:33Z,0.0,0.0,2026-07-15T08:30:49Z,0.0,0.0,2026-07-15T08:25:33Z,"It's all about temperance here. An honest effort everyday, the same way you'd tend to a race. Don't look forward to it happening, or back to how long it's taken. Enjoy the process of making new friends, learning about creating warmth in relationships, and it'll all work out 

What are easy ways to create warmth in relationships? The one way I think of in the past was asking easy questions. Ice breakers. They lead to genuine questions. Like when I think of it","",0,false,Markdown
"93D87980-90B8-4722-8F7C-EBD97D6768EB",2026-07-15T08:00:14Z,0.0,0.0,2026-07-15T08:16:35Z,0.0,0.0,2026-07-15T08:00:14Z,"Can we apply for two jobs during the 30 today? But also, it seems like it'd be more effective to do the courageous thing of showing up at these places. Then if a spot opens up, I have somewhere to go. I have to court the places right now, get some contact information and stay connected. It's not about the short game, it's about persistence and the long game

It feels like the habits of a growing band are the opposite of what I thought. Originally, it was always about being good enough that people reached out to you. Now I think you have to go through the sludge of cold calling a bunch of venues and other bands to set the tone. They reflect that behavior back

Talking directly to the camera is also a good one. Realistically, can get excerpts from practice all the time and separate the editing to a different time
","",0,false,Markdown
"A06930C5-6A0F-4F4A-A39E-A45F51C7E812",2026-07-14T19:19:03Z,0.0,0.0,2026-07-14T19:19:03Z,0.0,0.0,2026-07-18T18:03:30Z,"and everything in between has just been like talking to AI.","",0,false,Markdown
"34F54B1F-C4C1-471B-8DAF-58E413D97D72",2026-07-14T18:38:48Z,0.0,0.0,2026-07-14T19:00:35Z,0.0,0.0,2026-07-14T18:38:48Z,"What actually needs to happen today?
- Run
- Practice
- Job app

I also just feel like I only really put out sensitive shit. Vulnerable shit. Maybe I'm just a sensitive guy? Idk. I'm afraid to be that because I don't want to detract women lol. Or label myself as some sort of a pansy with no humor
","",0,false,Markdown
"A4D20D15-1535-458D-A2A9-37D4A5B762FF",2026-07-14T17:57:26Z,0.0,0.0,2026-07-14T17:59:18Z,0.0,0.0,2026-07-14T17:57:26Z,"Reel production is too many steps
1. Write song
2. Record song with video
3. Mix song
4. Upload video to cloud
5. Download video, mix with audio
6. Upload video
7. Download to phone
8. Add shit on top
There's gotta be an easier way. Especially to distinguish the production from the reel component
","",0,false,Markdown
"B3B757E3-5609-41C4-A602-BEA56880003B",2026-07-14T16:24:55Z,0.0,0.0,2026-07-14T16:29:03Z,0.0,0.0,2026-07-14T16:24:55Z,"Why am I choosing to masturbate? 
- It's a beautiful fantasy that I want to reinforce
- Built up arousal from Pinterest

After I masturbate, I WILL do something to commit back to a weekly abstinence 
","",0,false,Markdown
"4636D3AB-5AF9-4F10-B0C8-43B47A1EB3E6",2026-07-14T14:52:37Z,0.0,0.0,2026-07-14T15:25:53Z,0.0,0.0,2026-07-14T15:15:21Z,"Every ounce of energy spent judging their opinions or defending yourself from these imaginary threats could be better spent when put towards a goal

It's also telling that the people putting in the work (Atticus, Devin, and Frigga) are the people I'm distant from. How I take their self promotion as an impurity, when really it's working ","",0,false,Markdown
"7BB4BFC3-5AD0-467C-818E-9CA11607E186",2026-07-14T12:17:17Z,0.0,0.0,2026-07-14T12:51:33Z,0.0,0.0,2026-07-14T15:26:13Z,"The attitude of Starbucks folks make it worse, to be warm distances you from them

Need to remind myself I'm not better or worse for my opinions of them. It's my judgement of them and their beliefs or behavior that creates the pain. But then, how does one grow if not away from someone? It's an interesting thing I've always seen but never been able to point out: a primary driver of my growth has been in an effort to grow AWAY from the pain others cause me. Can I accept the way I look in old photos to the point of not needing a ""good"" photo to show someone? Likewise, can I accept Toni's opinions of our customers without an effort to rebuke them for their opinion? Can I accept the conflicts between Cade and Kevin without needing to step in the middle? 

Again, how does one grow if not away from someone? I think I've used those around me as a comparison for growth, mainly in how not to behave. And I think this has pushed me to constantly judging the behaviors around me as good or bad. It's made the playing field uneven, and made growth a constant process of either growing towards a model or growing away from negativity. But is it possible to forego the comparison and instead accept others exactly as they are and meanwhile let my growth happen independently?

In other words how can my growth both be independent and with others? Interdependent if you will. Is it purely from letting go of judgement?","",0,false,Markdown
"0182CA96-BA4D-4341-BA6D-438CD1B450E7",2026-07-14T10:35:55Z,0.0,0.0,2026-07-14T11:19:25Z,0.0,0.0,2026-07-14T15:14:22Z,"Part of the resistance is taking any personal inquiries as an attack

Can't create warmth in business because I've never intentionally created them in relationships. Need to learn that first, that's the insight. In fact, it seems I've created coldness above all else. My remaining distant has been an act of one hand keeping someone at bay with another pulling them in

It's a reminder that all business is a reflection of you and your habits. My habits have unintentionally ","",0,false,Markdown
"1AE2CA66-0ED7-4044-927F-D15BE8BF362C",2026-07-14T09:45:10Z,0.0,0.0,2026-07-14T09:49:02Z,0.0,0.0,2026-07-14T09:45:10Z,"It's reasonable for money, sex, and luxury to be motivators but they shouldn't be an end in and of themselves. Brandi and Mimza for instance, sex is the only motivator. The rest is empty. That's the trap I fell into with Haley. It wasn't the same for Jess because it wasn't just about the sex. Amazon was also one of these, the money was the only motivation but to do so meant sacrificing my sanity. But when sex motivates curiosity, or the motivation for money has tangible benefits (eg going to the dentist) that isn't unnatural and should be used.","",0,false,Markdown
"5D7B0950-FB5A-49EB-B7BB-21B19DD7E2E3",2026-07-13T22:48:35Z,0.0,0.0,2026-07-13T22:49:27Z,0.0,0.0,2026-07-13T22:48:35Z,"Reading ""Fanatical Prospecting."" I like the approach so far, because it approaches Sales the same way I'd approach meditation, exercise, and practice. As a discipline. It's just the discipline of creating a world","",0,false,Markdown
"B580F36B-D318-46EF-926C-8190EB5727DD",2026-07-13T21:24:08Z,0.0,0.0,2026-07-13T22:10:02Z,0.0,0.0,2026-07-13T21:24:08Z,"Kamut berries
Tarragon
","",0,false,Markdown
